inf	gerund	parti	presente__1_sing	presente__2_sing_tu	presente__2_sing_usted	presente__3_sing	presente__1_plur	presente__2_plur_vosotros	presente__2_plur_ustedes	presente__3_plur	preterito_imp__1_sing	preterito_imp__2_sing_tu	preterito_imp__2_sing_usted	preterito_imp__3_sing	preterito_imp__1_plur	preterito_imp__2_plur_vosotros	preterito_imp__2_plur_ustedes	preterito_imp__3_plur	presente_perf__1_sing	presente_perf__2_sing_tu	presente_perf__2_sing_usted	presente_perf__3_sing	presente_perf__1_plur	presente_perf__2_plur_vosotros	presente_perf__2_plur_ustedes	presente_perf__3_plur	futuro_imp__1_sing	futuro_imp__2_sing_tu	futuro_imp__2_sing_usted	futuro_imp__3_sing	futuro_imp__1_plur	futuro_imp__2_plur_vosotros	futuro_imp__2_plur_ustedes	futuro_imp__3_plur	cond_simp__1_sing	cond_simp__2_sing_tu	cond_simp__2_sing_usted	cond_simp__3_sing	cond_simp__1_plur	cond_simp__2_plur_vosotros	cond_simp__2_plur_ustedes	cond_simp__3_plur	
resolver	resolviendo	resuelto	resuelvo	resuelves/resolvés	resuelve	resuelve	resolvemos	resolvéis	resuelven	resuelven	resolvía	resolvías	resolvía	resolvía	resolvíamos	resolvíais	resolvían	resolvían	resolví	resolviste	resolvió	resolvió	resolvimos	resolvisteis	resolvieron	resolvieron	resolveré	resolverás	resolverá	resolverá	resolveremos	resolveréis	resolverán	resolverán	resolvería	resolverías	resolvería	resolvería	resolveríamos	resolveríais	resolverían	resolverían	
respetar	respetando	respetado	respeto	respetas/respetás	respeta	respeta	respetamos	respetáis	respetan	respetan	respetaba	respetabas	respetaba	respetaba	respetábamos	respetabais	respetaban	respetaban	respeté	respetaste	respetó	respetó	respetamos	respetasteis	respetaron	respetaron	respetaré	respetarás	respetará	respetará	respetaremos	respetaréis	respetarán	respetarán	respetaría	respetarías	respetaría	respetaría	respetaríamos	respetaríais	respetarían	respetarían	
responder	respondiendo	respondido	respondo	respondes/respondés	responde	responde	respondemos	respondéis	responden	responden	respondía	respondías	respondía	respondía	respondíamos	respondíais	respondían	respondían	respondí	respondiste	respondió	respondió	respondimos	respondisteis	respondieron	respondieron	responderé	responderás	responderá	responderá	responderemos	responderéis	responderán	responderán	respondería	responderías	respondería	respondería	responderíamos	responderíais	responderían	responderían	
revisar	revisando	revisado	reviso	revisas/revisás	revisa	revisa	revisamos	revisáis	revisan	revisan	revisaba	revisabas	revisaba	revisaba	revisábamos	revisabais	revisaban	revisaban	revisé	revisaste	revisó	revisó	revisamos	revisasteis	revisaron	revisaron	revisaré	revisarás	revisará	revisará	revisaremos	revisaréis	revisarán	revisarán	revisaría	revisarías	revisaría	revisaría	revisaríamos	revisaríais	revisarían	revisarían	
robar	robando	robado	robo	robas/robás	roba	roba	robamos	robáis	roban	roban	robaba	robabas	robaba	robaba	robábamos	robabais	robaban	robaban	robé	robaste	robó	robó	robamos	robasteis	robaron	robaron	robaré	robarás	robará	robará	robaremos	robaréis	robarán	robarán	robaría	robarías	robaría	robaría	robaríamos	robaríais	robarían	robarían	
romper	rompiendo	roto	rompo	rompes/rompés	rompe	rompe	rompemos	rompéis	rompen	rompen	rompía	rompías	rompía	rompía	rompíamos	rompíais	rompían	rompían	rompí	rompiste	rompió	rompió	rompimos	rompisteis	rompieron	rompieron	romperé	romperás	romperá	romperá	romperemos	romperéis	romperán	romperán	rompería	romperías	rompería	rompería	romperíamos	romperíais	romperían	romperían	
saber	sabiendo	sabido	sé	sabes/sabés	sabe	sabe	sabemos	sabéis	saben	saben	sabía	sabías	sabía	sabía	sabíamos	sabíais	sabían	sabían	supe	supiste	supo	supo	supimos	supisteis	supieron	supieron	sabré	sabrás	sabrá	sabrá	sabremos	sabréis	sabrán	sabrán	sabría	sabrías	sabría	sabría	sabríamos	sabríais	sabrían	sabrían	
sacar	sacando	sacado	saco	sacas/sacás	saca	saca	sacamos	sacáis	sacan	sacan	sacaba	sacabas	sacaba	sacaba	sacábamos	sacabais	sacaban	sacaban	saqué	sacaste	sacó	sacó	sacamos	sacasteis	sacaron	sacaron	sacaré	sacarás	sacará	sacará	sacaremos	sacaréis	sacarán	sacarán	sacaría	sacarías	sacaría	sacaría	sacaríamos	sacaríais	sacarían	sacarían	
salir	saliendo	salido	salgo	sales/salís	sale	sale	salimos	salís	salen	salen	salía	salías	salía	salía	salíamos	salíais	salían	salían	salí	saliste	salió	salió	salimos	salisteis	salieron	salieron	saldré	saldrás	saldrá	saldrá	saldremos	saldréis	saldrán	saldrán	saldría	saldrías	saldría	saldría	saldríamos	saldríais	saldrían	saldrían	
salvar	salvando	salvado	salvo	salvas/salvás	salva	salva	salvamos	salváis	salvan	salvan	salvaba	salvabas	salvaba	salvaba	salvábamos	salvabais	salvaban	salvaban	salvé	salvaste	salvó	salvó	salvamos	salvasteis	salvaron	salvaron	salvaré	salvarás	salvará	salvará	salvaremos	salvaréis	salvarán	salvarán	salvaría	salvarías	salvaría	salvaría	salvaríamos	salvaríais	salvarían	salvarían	
satisfacer	satisfaciendo	satisfecho	satisfago	satisfaces/satisfacés	satisface	satisface	satisfacemos	satisfacéis	satisfacen	satisfacen	satisfacía	satisfacías	satisfacía	satisfacía	satisfacíamos	satisfacíais	satisfacían	satisfacían	satisfice	satisficiste	satisfizo	satisfizo	satisficimos	satisficisteis	satisficieron	satisficieron	satisfaré	satisfarás	satisfará	satisfará	satisfaremos	satisfaréis	satisfarán	satisfarán	satisfaría	satisfarías	satisfaría	satisfaría	satisfaríamos	satisfaríais	satisfarían	satisfarían	
seguir	siguiendo	seguido	sigo	sigues/seguís	sigue	sigue	seguimos	seguís	siguen	siguen	seguía	seguías	seguía	seguía	seguíamos	seguíais	seguían	seguían	seguí	seguiste	siguió	siguió	seguimos	seguisteis	siguieron	siguieron	seguiré	seguirás	seguirá	seguirá	seguiremos	seguiréis	seguirán	seguirán	seguiría	seguirías	seguiría	seguiría	seguiríamos	seguiríais	seguirían	seguirían	
seleccionar	seleccionando	seleccionado	selecciono	seleccionas/seleccionás	selecciona	selecciona	seleccionamos	seleccionáis	seleccionan	seleccionan	seleccionaba	seleccionabas	seleccionaba	seleccionaba	seleccionábamos	seleccionabais	seleccionaban	seleccionaban	seleccioné	seleccionaste	seleccionó	seleccionó	seleccionamos	seleccionasteis	seleccionaron	seleccionaron	seleccionaré	seleccionarás	seleccionará	seleccionará	seleccionaremos	seleccionaréis	seleccionarán	seleccionarán	seleccionaría	seleccionarías	seleccionaría	seleccionaría	seleccionaríamos	seleccionaríais	seleccionarían	seleccionarían	
sentar	sentando	sentado	siento	sientas/sentás	sienta	sienta	sentamos	sentáis	sientan	sientan	sentaba	sentabas	sentaba	sentaba	sentábamos	sentabais	sentaban	sentaban	senté	sentaste	sentó	sentó	sentamos	sentasteis	sentaron	sentaron	sentaré	sentarás	sentará	sentará	sentaremos	sentaréis	sentarán	sentarán	sentaría	sentarías	sentaría	sentaría	sentaríamos	sentaríais	sentarían	sentarían	
sentir	sintiendo	sentido	siento	sientes/sentís	siente	siente	sentimos	sentís	sienten	sienten	sentía	sentías	sentía	sentía	sentíamos	sentíais	sentían	sentían	sentí	sentiste	sintió	sintió	sentimos	sentisteis	sintieron	sintieron	sentiré	sentirás	sentirá	sentirá	sentiremos	sentiréis	sentirán	sentirán	sentiría	sentirías	sentiría	sentiría	sentiríamos	sentiríais	sentirían	sentirían	
ser	siendo	sido	soy	eres/sos	es	es	somos	sois	son	son	era	eras	era	era	éramos	erais	eran	eran	fui	fuiste	fue	fue	fuimos	fuisteis	fueron	fueron	seré	serás	será	será	seremos	seréis	serán	serán	sería	serías	sería	sería	seríamos	seríais	serían	serían	
servir	sirviendo	servido	sirvo	sirves/servís	sirve	sirve	servimos	servís	sirven	sirven	servía	servías	servía	servía	servíamos	servíais	servían	servían	serví	serviste	sirvió	sirvió	servimos	servisteis	sirvieron	sirvieron	serviré	servirás	servirá	servirá	serviremos	serviréis	servirán	servirán	serviría	servirías	serviría	serviría	serviríamos	serviríais	servirían	servirían	
señalar	señalando	señalado	señalo	señalas/señalás	señala	señala	señalamos	señaláis	señalan	señalan	señalaba	señalabas	señalaba	señalaba	señalábamos	señalabais	señalaban	señalaban	señalé	señalaste	señaló	señaló	señalamos	señalasteis	señalaron	señalaron	señalaré	señalarás	señalará	señalará	señalaremos	señalaréis	señalarán	señalarán	señalaría	señalarías	señalaría	señalaría	señalaríamos	señalaríais	señalarían	señalarían	
sobrevivir	sobreviviendo	sobrevivido	sobrevivo	sobrevives/sobrevivís	sobrevive	sobrevive	sobrevivimos	sobrevivís	sobreviven	sobreviven	sobrevivía	sobrevivías	sobrevivía	sobrevivía	sobrevivíamos	sobrevivíais	sobrevivían	sobrevivían	sobreviví	sobreviviste	sobrevivió	sobrevivió	sobrevivimos	sobrevivisteis	sobrevivieron	sobrevivieron	sobreviviré	sobrevivirás	sobrevivirá	sobrevivirá	sobreviviremos	sobreviviréis	sobrevivirán	sobrevivirán	sobreviviría	sobrevivirías	sobreviviría	sobreviviría	sobreviviríamos	sobreviviríais	sobrevivirían	sobrevivirían	
solicitar	solicitando	solicitado	solicito	solicitas/solicitás	solicita	solicita	solicitamos	solicitáis	solicitan	solicitan	solicitaba	solicitabas	solicitaba	solicitaba	solicitábamos	solicitabais	solicitaban	solicitaban	solicité	solicitaste	solicitó	solicitó	solicitamos	solicitasteis	solicitaron	solicitaron	solicitaré	solicitarás	solicitará	solicitará	solicitaremos	solicitaréis	solicitarán	solicitarán	solicitaría	solicitarías	solicitaría	solicitaría	solicitaríamos	solicitaríais	solicitarían	solicitarían	
soportar	soportando	soportado	soporto	soportas/soportás	soporta	soporta	soportamos	soportáis	soportan	soportan	soportaba	soportabas	soportaba	soportaba	soportábamos	soportabais	soportaban	soportaban	soporté	soportaste	soportó	soportó	soportamos	soportasteis	soportaron	soportaron	soportaré	soportarás	soportará	soportará	soportaremos	soportaréis	soportarán	soportarán	soportaría	soportarías	soportaría	soportaría	soportaríamos	soportaríais	soportarían	soportarían	
sufrir	sufriendo	sufrido	sufro	sufres/sufrís	sufre	sufre	sufrimos	sufrís	sufren	sufren	sufría	sufrías	sufría	sufría	sufríamos	sufríais	sufrían	sufrían	sufrí	sufriste	sufrió	sufrió	sufrimos	sufristeis	sufrieron	sufrieron	sufriré	sufrirás	sufrirá	sufrirá	sufriremos	sufriréis	sufrirán	sufrirán	sufriría	sufrirías	sufriría	sufriría	sufriríamos	sufriríais	sufrirían	sufrirían	
sugerir	sugiriendo	sugerido	sugiero	sugieres/sugerís	sugiere	sugiere	sugerimos	sugerís	sugieren	sugieren	sugería	sugerías	sugería	sugería	sugeríamos	sugeríais	sugerían	sugerían	sugerí	sugeriste	sugirió	sugirió	sugerimos	sugeristeis	sugirieron	sugirieron	sugeriré	sugerirás	sugerirá	sugerirá	sugeriremos	sugeriréis	sugerirán	sugerirán	sugeriría	sugerirías	sugeriría	sugeriría	sugeriríamos	sugeriríais	sugerirían	sugerirían	
sumar	sumando	sumado	sumo	sumas/sumás	suma	suma	sumamos	sumáis	suman	suman	sumaba	sumabas	sumaba	sumaba	sumábamos	sumabais	sumaban	sumaban	sumé	sumaste	sumó	sumó	sumamos	sumasteis	sumaron	sumaron	sumaré	sumarás	sumará	sumará	sumaremos	sumaréis	sumarán	sumarán	sumaría	sumarías	sumaría	sumaría	sumaríamos	sumaríais	sumarían	sumarían	
superar	superando	superado	supero	superas/superás	supera	supera	superamos	superáis	superan	superan	superaba	superabas	superaba	superaba	superábamos	superabais	superaban	superaban	superé	superaste	superó	superó	superamos	superasteis	superaron	superaron	superaré	superarás	superará	superará	superaremos	superaréis	superarán	superarán	superaría	superarías	superaría	superaría	superaríamos	superaríais	superarían	superarían	
supervisar	supervisando	supervisado	superviso	supervisas/supervisás	supervisa	supervisa	supervisamos	supervisáis	supervisan	supervisan	supervisaba	supervisabas	supervisaba	supervisaba	supervisábamos	supervisabais	supervisaban	supervisaban	supervisé	supervisaste	supervisó	supervisó	supervisamos	supervisasteis	supervisaron	supervisaron	supervisaré	supervisarás	supervisará	supervisará	supervisaremos	supervisaréis	supervisarán	supervisarán	supervisaría	supervisarías	supervisaría	supervisaría	supervisaríamos	supervisaríais	supervisarían	supervisarían	
tener	teniendo	tenido	tengo	tienes/tenés	tiene	tiene	tenemos	tenéis	tienen	tienen	tenía	tenías	tenía	tenía	teníamos	teníais	tenían	tenían	tuve	tuviste	tuvo	tuvo	tuvimos	tuvisteis	tuvieron	tuvieron	tendré	tendrás	tendrá	tendrá	tendremos	tendréis	tendrán	tendrán	tendría	tendrías	tendría	tendría	tendríamos	tendríais	tendrían	tendrían	
terminar	terminando	terminado	termino	terminas/terminás	termina	termina	terminamos	termináis	terminan	terminan	terminaba	terminabas	terminaba	terminaba	terminábamos	terminabais	terminaban	terminaban	terminé	terminaste	terminó	terminó	terminamos	terminasteis	terminaron	terminaron	terminaré	terminarás	terminará	terminará	terminaremos	terminaréis	terminarán	terminarán	terminaría	terminarías	terminaría	terminaría	terminaríamos	terminaríais	terminarían	terminarían	
tocar	tocando	tocado	toco	tocas/tocás	toca	toca	tocamos	tocáis	tocan	tocan	tocaba	tocabas	tocaba	tocaba	tocábamos	tocabais	tocaban	tocaban	toqué	tocaste	tocó	tocó	tocamos	tocasteis	tocaron	tocaron	tocaré	tocarás	tocará	tocará	tocaremos	tocaréis	tocarán	tocarán	tocaría	tocarías	tocaría	tocaría	tocaríamos	tocaríais	tocarían	tocarían	
tomar	tomando	tomado	tomo	tomas/tomás	toma	toma	tomamos	tomáis	toman	toman	tomaba	tomabas	tomaba	tomaba	tomábamos	tomabais	tomaban	tomaban	tomé	tomaste	tomó	tomó	tomamos	tomasteis	tomaron	tomaron	tomaré	tomarás	tomará	tomará	tomaremos	tomaréis	tomarán	tomarán	tomaría	tomarías	tomaría	tomaría	tomaríamos	tomaríais	tomarían	tomarían	
trabajar	trabajando	trabajado	trabajo	trabajas/trabajás	trabaja	trabaja	trabajamos	trabajáis	trabajan	trabajan	trabajaba	trabajabas	trabajaba	trabajaba	trabajábamos	trabajabais	trabajaban	trabajaban	trabajé	trabajaste	trabajó	trabajó	trabajamos	trabajasteis	trabajaron	trabajaron	trabajaré	trabajarás	trabajará	trabajará	trabajaremos	trabajaréis	trabajarán	trabajarán	trabajaría	trabajarías	trabajaría	trabajaría	trabajaríamos	trabajaríais	trabajarían	trabajarían	
traer	trayendo	traído	traigo	traes/traés	trae	trae	traemos	traéis	traen	traen	traía	traías	traía	traía	traíamos	traíais	traían	traían	traje	trajiste	trajo	trajo	trajimos	trajisteis	trajeron	trajeron	traeré	traerás	traerá	traerá	traeremos	traeréis	traerán	traerán	traería	traerías	traería	traería	traeríamos	traeríais	traerían	traerían	
tratar	tratando	tratado	trato	tratas/tratás	trata	trata	tratamos	tratáis	tratan	tratan	trataba	tratabas	trataba	trataba	tratábamos	tratabais	trataban	trataban	traté	trataste	trató	trató	tratamos	tratasteis	trataron	trataron	trataré	tratarás	tratará	tratará	trataremos	trataréis	tratarán	tratarán	trataría	tratarías	trataría	trataría	trataríamos	trataríais	tratarían	tratarían	
unir	uniendo	unido	uno	unes/unís	une	une	unimos	unís	unen	unen	unía	unías	unía	unía	uníamos	uníais	unían	unían	uní	uniste	unió	unió	unimos	unisteis	unieron	unieron	uniré	unirás	unirá	unirá	uniremos	uniréis	unirán	unirán	uniría	unirías	uniría	uniría	uniríamos	uniríais	unirían	unirían	
usar	usando	usado	uso	usas/usás	usa	usa	usamos	usáis	usan	usan	usaba	usabas	usaba	usaba	usábamos	usabais	usaban	usaban	usé	usaste	usó	usó	usamos	usasteis	usaron	usaron	usaré	usarás	usará	usará	usaremos	usaréis	usarán	usarán	usaría	usarías	usaría	usaría	usaríamos	usaríais	usarían	usarían	
utilizar	utilizando	utilizado	utilizo	utilizas/utilizás	utiliza	utiliza	utilizamos	utilizáis	utilizan	utilizan	utilizaba	utilizabas	utilizaba	utilizaba	utilizábamos	utilizabais	utilizaban	utilizaban	utilicé	utilizaste	utilizó	utilizó	utilizamos	utilizasteis	utilizaron	utilizaron	utilizaré	utilizarás	utilizará	utilizará	utilizaremos	utilizaréis	utilizarán	utilizarán	utilizaría	utilizarías	utilizaría	utilizaría	utilizaríamos	utilizaríais	utilizarían	utilizarían	
vender	vendiendo	vendido	vendo	vendes/vendés	vende	vende	vendemos	vendéis	venden	venden	vendía	vendías	vendía	vendía	vendíamos	vendíais	vendían	vendían	vendí	vendiste	vendió	vendió	vendimos	vendisteis	vendieron	vendieron	venderé	venderás	venderá	venderá	venderemos	venderéis	venderán	venderán	vendería	venderías	vendería	vendería	venderíamos	venderíais	venderían	venderían	
venir	viniendo	venido	vengo	vienes/venís	viene	viene	venimos	venís	vienen	vienen	venía	venías	venía	venía	veníamos	veníais	venían	venían	vine	viniste	vino	vino	vinimos	vinisteis	vinieron	vinieron	vendré	vendrás	vendrá	vendrá	vendremos	vendréis	vendrán	vendrán	vendría	vendrías	vendría	vendría	vendríamos	vendríais	vendrían	vendrían	
ver	viendo	visto	veo	ves	ve	ve	vemos	veis	ven	ven	veía	veías	veía	veía	veíamos	veíais	veían	veían	vi	viste	vio	vio	vimos	visteis	vieron	vieron	veré	verás	verá	verá	veremos	veréis	verán	verán	vería	verías	vería	vería	veríamos	veríais	verían	verían	
verificar	verificando	verificado	verifico	verificas/verificás	verifica	verifica	verificamos	verificáis	verifican	verifican	verificaba	verificabas	verificaba	verificaba	verificábamos	verificabais	verificaban	verificaban	verifiqué	verificaste	verificó	verificó	verificamos	verificasteis	verificaron	verificaron	verificaré	verificarás	verificará	verificará	verificaremos	verificaréis	verificarán	verificarán	verificaría	verificarías	verificaría	verificaría	verificaríamos	verificaríais	verificarían	verificarían	
viajar	viajando	viajado	viajo	viajas/viajás	viaja	viaja	viajamos	viajáis	viajan	viajan	viajaba	viajabas	viajaba	viajaba	viajábamos	viajabais	viajaban	viajaban	viajé	viajaste	viajó	viajó	viajamos	viajasteis	viajaron	viajaron	viajaré	viajarás	viajará	viajará	viajaremos	viajaréis	viajarán	viajarán	viajaría	viajarías	viajaría	viajaría	viajaríamos	viajaríais	viajarían	viajarían	
visitar	visitando	visitado	visito	visitas/visitás	visita	visita	visitamos	visitáis	visitan	visitan	visitaba	visitabas	visitaba	visitaba	visitábamos	visitabais	visitaban	visitaban	visité	visitaste	visitó	visitó	visitamos	visitasteis	visitaron	visitaron	visitaré	visitarás	visitará	visitará	visitaremos	visitaréis	visitarán	visitarán	visitaría	visitarías	visitaría	visitaría	visitaríamos	visitaríais	visitarían	visitarían	
vivir	viviendo	vivido	vivo	vives/vivís	vive	vive	vivimos	vivís	viven	viven	vivía	vivías	vivía	vivía	vivíamos	vivíais	vivían	vivían	viví	viviste	vivió	vivió	vivimos	vivisteis	vivieron	vivieron	viviré	vivirás	vivirá	vivirá	viviremos	viviréis	vivirán	vivirán	viviría	vivirías	viviría	viviría	viviríamos	viviríais	vivirían	vivirían	
volar	volando	volado	vuelo	vuelas/volás	vuela	vuela	volamos	voláis	vuelan	vuelan	volaba	volabas	volaba	volaba	volábamos	volabais	volaban	volaban	volé	volaste	voló	voló	volamos	volasteis	volaron	volaron	volaré	volarás	volará	volará	volaremos	volaréis	volarán	volarán	volaría	volarías	volaría	volaría	volaríamos	volaríais	volarían	volarían	
volver	volviendo	vuelto	vuelvo	vuelves/volvés	vuelve	vuelve	volvemos	volvéis	vuelven	vuelven	volvía	volvías	volvía	volvía	volvíamos	volvíais	volvían	volvían	volví	volviste	volvió	volvió	volvimos	volvisteis	volvieron	volvieron	volveré	volverás	volverá	volverá	volveremos	volveréis	volverán	volverán	volvería	volverías	volvería	volvería	volveríamos	volveríais	volverían	volverían	
votar	votando	votado	voto	votas/votás	vota	vota	votamos	votáis	votan	votan	votaba	votabas	votaba	votaba	votábamos	votabais	votaban	votaban	voté	votaste	votó	votó	votamos	votasteis	votaron	votaron	votaré	votarás	votará	votará	votaremos	votaréis	votarán	votarán	votaría	votarías	votaría	votaría	votaríamos	votaríais	votarían	votarían	
